video_id,time,event,event_attributes
1606b0e6_0,554.47,play,"['pass', 'openplay']"
1606b0e6_0,556.71,play,"['cross', 'openplay']"
1606b0e6_0,557.5083817073673,end,
1606b0e6_0,586.5899810905229,start,
1606b0e6_0,587.0300000000001,play,"['pass', 'openplay']"
1606b0e6_0,589.0899810905229,end,
1606b0e6_0,593.4467070428011,start,
1606b0e6_0,594.75,challenge,['opponent_dispossessed']
1606b0e6_0,595.9467070428011,end,
1606b0e6_0,620.6704938499237,start,
1606b0e6_0,621.11,throwin,['cross']
1606b0e6_0,623.11,challenge,['ball_action_forced']
1606b0e6_0,624.7358146236941,end,
1606b0e6_0,625.0667480849771,start,
1606b0e6_0,625.9100000000001,play,"['pass', 'openplay']"
1606b0e6_0,628.1500000000001,play,"['pass', 'openplay']"
1606b0e6_0,628.8664304208463,end,
1606b0e6_0,628.9233051906009,start,
1606b0e6_0,630.27,play,"['pass', 'openplay']"
1606b0e6_0,631.4233051906009,end,
1606b0e6_0,635.9343341540624,start,
1606b0e6_0,637.83,play,"['pass', 'openplay']"
1606b0e6_0,638.4343341540624,end,
1606b0e6_0,663.9134383357876,start,
1606b0e6_0,665.51,play,"['pass', 'openplay']"
1606b0e6_0,666.4134383357876,end,
1606b0e6_0,669.4460537598546,start,
1606b0e6_0,670.9100000000001,play,"['cross', 'openplay']"
1606b0e6_0,671.9460537598546,end,
1606b0e6_0,678.194247090675,start,
1606b0e6_0,679.59,challenge,['opponent_rounded']
1606b0e6_0,680.694247090675,end,
1606b0e6_0,681.639050743793,start,
1606b0e6_0,683.63,play,"['pass', 'openplay']"
1606b0e6_0,684.139050743793,end,
1606b0e6_0,686.0672026029291,start,
1606b0e6_0,686.99,play,"['pass', 'openplay']"
1606b0e6_0,688.5672026029291,end,
1606b0e6_0,690.4132224721512,start,
1606b0e6_0,691.5500000000001,challenge,['opponent_rounded']
1606b0e6_0,694.4300000000001,challenge,['opponent_dispossessed']
1606b0e6_0,695.281162134597,end,
1606b0e6_0,696.2195216908934,start,
1606b0e6_0,697.4300000000001,play,"['pass', 'openplay']"
1606b0e6_0,699.5500000000001,play,"['pass', 'openplay']"
1606b0e6_0,700.4540014742012,end,
1606b0e6_0,700.8254386732455,start,
1606b0e6_0,701.87,play,"['pass', 'openplay']"
1606b0e6_0,703.3254386732455,end,
1606b0e6_0,703.7197020682189,start,
1606b0e6_0,704.23,play,"['pass', 'openplay']"
1606b0e6_0,706.2197020682189,end,
1606b0e6_0,718.2245976459383,start,
1606b0e6_0,719.19,play,"['pass', 'openplay']"
1606b0e6_0,720.7245976459383,end,
1606b0e6_0,722.3540563660874,start,
1606b0e6_0,724.23,play,"['pass', 'openplay']"
1606b0e6_0,724.8540563660874,end,
1606b0e6_0,727.1877562470016,start,
1606b0e6_0,728.07,play,"['pass', 'openplay']"
1606b0e6_0,729.6877562470016,end,
1606b0e6_0,729.9419903580103,start,
1606b0e6_0,731.5500000000001,play,"['pass', 'openplay']"
1606b0e6_0,732.4419903580103,end,
1606b0e6_0,737.7112083985663,start,
1606b0e6_0,738.83,challenge,['fouled']
1606b0e6_0,740.2112083985663,end,
1606b0e6_0,756.9670719891772,start,
1606b0e6_0,758.07,play,"['pass', 'freekick']"
1606b0e6_0,759.4670719891772,end,
1606b0e6_0,760.1156301129326,start,
1606b0e6_0,760.7900000000001,play,"['pass', 'openplay']"
1606b0e6_0,762.6156301129326,end,
1606b0e6_0,764.0191980496695,start,
1606b0e6_0,764.71,play,"['pass', 'openplay']"
1606b0e6_0,766.5191980496695,end,
1606b0e6_0,767.5379823095274,start,
1606b0e6_0,769.6300000000001,play,"['pass', 'openplay']"
1606b0e6_0,770.0379823095274,end,
1606b0e6_0,771.7622881125536,start,
1606b0e6_0,772.71,play,"['pass', 'openplay']"
1606b0e6_0,774.2622881125536,end,
1606b0e6_0,776.3090135544268,start,
1606b0e6_0,777.95,play,"['pass', 'openplay']"
1606b0e6_0,778.8090135544268,end,
1606b0e6_0,782.4198298376085,start,
1606b0e6_0,783.2700000000001,play,"['pass', 'openplay']"
1606b0e6_0,784.9198298376085,end,
1606b0e6_0,799.7657205266997,start,
1606b0e6_0,800.23,play,"['pass', 'openplay']"
1606b0e6_0,802.2657205266997,end,
1606b0e6_0,803.3396508801857,start,
1606b0e6_0,803.95,challenge,['ball_action_forced']
1606b0e6_0,805.8396508801857,end,
1606b0e6_0,824.313585412784,start,
1606b0e6_0,825.35,play,"['pass', 'openplay']"
1606b0e6_0,826.813585412784,end,
1606b0e6_0,827.6628282398445,start,
1606b0e6_0,828.7900000000001,play,"['pass', 'openplay']"
1606b0e6_0,830.1628282398445,end,
1606b0e6_0,857.7780073469195,start,
1606b0e6_0,859.3900000000001,play,"['pass', 'openplay']"
1606b0e6_0,860.2780073469195,end,
1606b0e6_0,860.2854294859889,start,
1606b0e6_0,860.71,play,"['pass', 'openplay']"
1606b0e6_0,862.7854294859889,end,
1606b0e6_0,865.37011314365,start,
1606b0e6_0,866.71,play,"['pass', 'openplay']"
1606b0e6_0,867.87011314365,end,
1606b0e6_0,869.0888947432011,start,
1606b0e6_0,869.7500000000001,play,"['pass', 'openplay']"
1606b0e6_0,871.5888947432011,end,
1606b0e6_0,874.4791147680398,start,
1606b0e6_0,875.3900000000001,throwin,['pass']
1606b0e6_0,876.9791147680398,end,
1606b0e6_0,877.4613848682053,start,
1606b0e6_0,878.0300000000001,play,"['pass', 'openplay']"
1606b0e6_0,879.9613848682053,end,
1606b0e6_0,883.8334562934942,start,
1606b0e6_0,884.5500000000001,play,"['pass', 'openplay']"
1606b0e6_0,886.3334562934942,end,
1606b0e6_0,888.6157323836535,start,
1606b0e6_0,889.0300000000001,play,"['pass', 'openplay']"
1606b0e6_0,891.1157323836535,end,
1606b0e6_0,892.2381638834811,start,
1606b0e6_0,893.3500000000001,play,"['pass', 'openplay']"
1606b0e6_0,894.7381638834811,end,
1606b0e6_0,897.8301164268406,start,
1606b0e6_0,898.3900000000001,play,"['pass', 'openplay']"
1606b0e6_0,900.3301164268406,end,
1606b0e6_0,904.1022514492756,start,
1606b0e6_0,905.35,play,"['pass', 'openplay']"
1606b0e6_0,906.71,play,"['pass', 'openplay']"
1606b0e6_0,908.7854068354452,end,
1606b0e6_0,911.0247833386904,start,
1606b0e6_0,912.03,play,"['pass', 'openplay']"
1606b0e6_0,914.43,play,"['pass', 'openplay']"
1606b0e6_0,915.6081680776932,end,
1606b0e6_0,919.4008684640175,start,
1606b0e6_0,920.47,play,"['pass', 'openplay']"
1606b0e6_0,923.67,play,"['pass', 'openplay']"
1606b0e6_0,924.102628437126,end,
1606b0e6_0,926.7315748166748,start,
1606b0e6_0,927.83,play,"['pass', 'openplay']"
1606b0e6_0,929.2315748166748,end,
1606b0e6_0,930.4522950137376,start,
1606b0e6_0,931.43,play,"['pass', 'openplay']"
1606b0e6_0,932.9522950137376,end,
1606b0e6_0,932.9831319322578,start,
1606b0e6_0,934.59,play,"['pass', 'openplay']"
1606b0e6_0,935.4831319322578,end,
1606b0e6_0,941.060626229298,start,
1606b0e6_0,942.11,throwin,['pass']
1606b0e6_0,943.87,play,"['pass', 'openplay']"
1606b0e6_0,945.421617952908,end,
1606b0e6_0,948.2403059091782,start,
1606b0e6_0,950.11,play,"['pass', 'openplay']"
1606b0e6_0,950.7403059091782,end,
1606b0e6_0,962.2770799541254,start,
1606b0e6_0,963.87,throwin,['pass']
1606b0e6_0,964.7770799541254,end,
1606b0e6_0,965.3789403481924,start,
1606b0e6_0,966.51,play,"['pass', 'openplay']"
1606b0e6_0,967.8789403481924,end,
1606b0e6_0,970.134483694122,start,
1606b0e6_0,971.23,play,"['pass', 'openplay']"
1606b0e6_0,972.634483694122,end,
1606b0e6_0,974.1463529230444,start,
1606b0e6_0,975.27,play,"['pass', 'openplay']"
1606b0e6_0,976.6463529230444,end,
1606b0e6_0,977.4004413937572,start,
1606b0e6_0,978.39,play,"['pass', 'openplay']"
1606b0e6_0,980.11,play,"['pass', 'openplay']"
1606b0e6_0,981.8899350084016,end,
1606b0e6_0,983.023411340238,start,
1606b0e6_0,984.39,challenge,['opponent_dispossessed']
1606b0e6_0,985.523411340238,end,
1606b0e6_0,987.1341292129468,start,
1606b0e6_0,987.71,throwin,['pass']
1606b0e6_0,990.63,challenge,['opponent_dispossessed']
1606b0e6_0,991.6548551790816,end,
1606b0e6_0,996.1909703729516,start,
1606b0e6_0,997.55,throwin,['pass']
1606b0e6_0,998.6909703729516,end,
1606b0e6_0,999.305723499624,start,
1606b0e6_0,999.87,play,"['cross', 'openplay']"
1606b0e6_0,1000.95,play,"['pass', 'openplay']"
1606b0e6_0,1002.995734316933,end,
1606b0e6_0,1003.6866105920186,start,
1606b0e6_0,1004.59,play,"['pass', 'openplay']"
1606b0e6_0,1006.1866105920186,end,
1606b0e6_0,1031.420385708431,start,
1606b0e6_0,1033.35,play,"['cross', 'corner']"
1606b0e6_0,1033.920385708431,end,
1606b0e6_0,1036.533120443366,start,
1606b0e6_0,1037.07,play,"['pass', 'openplay']"
1606b0e6_0,1038.55,play,"['pass', 'openplay']"
1606b0e6_0,1040.4556840836933,end,
1606b0e6_0,1044.8280399111654,start,
1606b0e6_0,1045.23,play,"['pass', 'openplay']"
1606b0e6_0,1048.51,play,"['pass', 'openplay']"
1606b0e6_0,1049.1640621179183,end,
1606b0e6_0,1052.005814297526,start,
1606b0e6_0,1052.63,play,"['pass', 'openplay']"
1606b0e6_0,1055.23,challenge,['opponent_dispossessed']
1606b0e6_0,1055.90623798895,end,
1606b0e6_0,1060.6585839794193,start,
1606b0e6_0,1062.11,play,"['pass', 'openplay']"
1606b0e6_0,1063.1585839794193,end,
1606b0e6_0,1066.411613989848,start,
1606b0e6_0,1067.07,play,"['pass', 'openplay']"
1606b0e6_0,1068.31,play,"['pass', 'openplay']"
1606b0e6_0,1070.325220341839,end,
1606b0e6_0,1071.617471255645,start,
1606b0e6_0,1072.75,play,"['pass', 'openplay']"
1606b0e6_0,1074.117471255645,end,
1606b0e6_0,1074.9422116052842,start,
1606b0e6_0,1076.35,challenge,['opponent_dispossessed']
1606b0e6_0,1078.03,challenge,['fouled']
1606b0e6_0,1079.3108669560006,end,
1606b0e6_0,1116.8356289143458,start,
1606b0e6_0,1117.75,play,"['pass', 'freekick']"
1606b0e6_0,1119.3356289143458,end,
1606b0e6_0,1121.7810225605529,start,
1606b0e6_0,1123.11,play,"['pass', 'openplay']"
1606b0e6_0,1124.91,play,"['pass', 'openplay']"
1606b0e6_0,1126.7320555994704,end,
1606b0e6_0,1127.2428499540788,start,
1606b0e6_0,1127.87,play,"['pass', 'openplay']"
1606b0e6_0,1129.7428499540788,end,
1606b0e6_0,1130.3883865585049,start,
1606b0e6_0,1130.83,play,"['cross', 'openplay']"
1606b0e6_0,1132.8883865585049,end,
1606b0e6_0,1142.4248656820675,start,
1606b0e6_0,1143.07,play,"['pass', 'openplay']"
1606b0e6_0,1146.83,play,"['pass', 'openplay']"
1606b0e6_0,1147.2499139431145,end,
1606b0e6_0,1149.941962709613,start,
1606b0e6_0,1151.43,play,"['pass', 'openplay']"
1606b0e6_0,1152.441962709613,end,
1606b0e6_0,1153.1309839561209,start,
1606b0e6_0,1153.99,play,"['pass', 'openplay']"
1606b0e6_0,1155.6309839561209,end,
1606b0e6_0,1162.6217704513444,start,
1606b0e6_0,1164.43,play,"['pass', 'openplay']"
1606b0e6_0,1165.1217704513444,end,
1606b0e6_0,1167.175762230547,start,
1606b0e6_0,1168.39,play,"['pass', 'openplay']"
1606b0e6_0,1171.43,play,"['pass', 'openplay']"
1606b0e6_0,1171.922374580177,end,
1606b0e6_0,1171.9739974979254,start,
1606b0e6_0,1172.95,play,"['pass', 'openplay']"
1606b0e6_0,1175.31,play,"['pass', 'openplay']"
1606b0e6_0,1175.8788939993583,end,
1606b0e6_0,1177.1192860957076,start,
1606b0e6_0,1177.87,play,"['pass', 'openplay']"
1606b0e6_0,1179.6192860957076,end,
1606b0e6_0,1194.9477235462411,start,
1606b0e6_0,1195.95,challenge,['fouled']
1606b0e6_0,1197.4477235462411,end,
1606b0e6_0,1207.1044720650773,start,
1606b0e6_0,1207.67,play,"['pass', 'openplay']"
1606b0e6_0,1209.6044720650773,end,
1606b0e6_0,1212.0241261802032,start,
1606b0e6_0,1214.07,play,"['pass', 'openplay']"
1606b0e6_0,1214.5241261802032,end,
1606b0e6_0,1216.4099800660465,start,
1606b0e6_0,1218.23,play,"['pass', 'openplay']"
1606b0e6_0,1218.9099800660465,end,
1606b0e6_0,1219.0774644490798,start,
1606b0e6_0,1219.75,play,"['pass', 'openplay']"
1606b0e6_0,1222.51,play,"['pass', 'openplay']"
1606b0e6_0,1225.43,play,"['pass', 'openplay']"
1606b0e6_0,1226.2344177963369,end,
1606b0e6_0,1227.776842799585,start,
1606b0e6_0,1228.19,play,"['pass', 'openplay']"
1606b0e6_0,1230.276842799585,end,
1606b0e6_0,1230.7737421251422,start,
1606b0e6_0,1231.8300000000002,play,"['pass', 'openplay']"
1606b0e6_0,1234.0300000000002,play,"['pass', 'openplay']"
1606b0e6_0,1235.479885924235,end,
1606b0e6_0,1236.1328469598027,start,
1606b0e6_0,1237.23,play,"['pass', 'openplay']"
1606b0e6_0,1238.6328469598027,end,
1606b0e6_0,1259.8512074501784,start,
1606b0e6_0,1260.71,throwin,['pass']
1606b0e6_0,1262.47,play,"['pass', 'openplay']"
1606b0e6_0,1263.9094671956605,end,
1606b0e6_0,1268.3669758057677,start,
1606b0e6_0,1269.7900000000002,play,"['pass', 'openplay']"
1606b0e6_0,1270.8669758057677,end,
1606b0e6_0,1274.926734373258,start,
1606b0e6_0,1276.67,play,"['pass', 'openplay']"
1606b0e6_0,1278.91,play,"['pass', 'openplay']"
1606b0e6_0,1279.838117928468,end,
1606b0e6_0,1281.8154330629727,start,
1606b0e6_0,1282.3100000000002,play,"['pass', 'openplay']"
1606b0e6_0,1284.3154330629727,end,
1606b0e6_0,1285.187236351584,start,
1606b0e6_0,1286.0300000000002,play,"['pass', 'openplay']"
1606b0e6_0,1288.67,play,"['pass', 'openplay']"
1606b0e6_0,1289.90377997465,end,
1606b0e6_0,1295.476604867555,start,
1606b0e6_0,1297.19,play,"['pass', 'openplay']"
1606b0e6_0,1297.976604867555,end,
1606b0e6_0,1301.20240601901,start,
1606b0e6_0,1302.87,play,"['pass', 'openplay']"
1606b0e6_0,1305.59,play,"['pass', 'openplay']"
1606b0e6_0,1306.0886495725508,end,
1606b0e6_0,1309.708508263449,start,
1606b0e6_0,1311.0700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1312.208508263449,end,
1606b0e6_0,1312.4600529993902,start,
1606b0e6_0,1314.0300000000002,play,"['pass', 'openplay']"
1606b0e6_0,1314.91,play,"['pass', 'openplay']"
1606b0e6_0,1316.9857074791053,end,
1606b0e6_0,1348.9721781267974,start,
1606b0e6_0,1350.43,play,"['pass', 'openplay']"
1606b0e6_0,1351.4721781267974,end,
1606b0e6_0,1351.6753262518514,start,
1606b0e6_0,1353.47,play,"['pass', 'openplay']"
1606b0e6_0,1354.1753262518514,end,
1606b0e6_0,1364.4518696609464,start,
1606b0e6_0,1365.71,play,"['pass', 'openplay']"
1606b0e6_0,1366.9518696609464,end,
1606b0e6_0,1370.6449677149476,start,
1606b0e6_0,1371.59,play,"['pass', 'openplay']"
1606b0e6_0,1374.39,play,"['pass', 'openplay']"
1606b0e6_0,1375.561284635745,end,
1606b0e6_0,1379.3221846588851,start,
1606b0e6_0,1380.5100000000002,challenge,['fouled']
1606b0e6_0,1381.8221846588851,end,
1606b0e6_0,1421.2195660631885,start,
1606b0e6_0,1421.63,play,"['pass', 'openplay']"
1606b0e6_0,1423.7195660631885,end,
1606b0e6_0,1424.0187248734774,start,
1606b0e6_0,1425.75,play,"['pass', 'openplay']"
1606b0e6_0,1426.5187248734774,end,
1606b0e6_0,1427.2972329452705,start,
1606b0e6_0,1428.2700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1429.7972329452705,end,
1606b0e6_0,1429.899592111251,start,
1606b0e6_0,1430.8300000000002,challenge,['ball_action_forced']
1606b0e6_0,1433.67,challenge,['possession_retained']
1606b0e6_0,1434.105106699092,end,
1606b0e6_0,1435.9193840922965,start,
1606b0e6_0,1436.59,play,"['pass', 'openplay']"
1606b0e6_0,1438.59,challenge,['fouled']
1606b0e6_0,1439.8740205809872,end,
1606b0e6_0,1470.9018886200924,start,
1606b0e6_0,1472.35,play,"['pass', 'freekick']"
1606b0e6_0,1473.4018886200924,end,
1606b0e6_0,1478.210139093041,start,
1606b0e6_0,1479.3100000000002,play,"['pass', 'openplay']"
1606b0e6_0,1480.710139093041,end,
1606b0e6_0,1482.017707653642,start,
1606b0e6_0,1482.67,play,"['pass', 'openplay']"
1606b0e6_0,1484.95,play,"['pass', 'openplay']"
1606b0e6_0,1486.8615229700622,end,
1606b0e6_0,1489.6594168139263,start,
1606b0e6_0,1490.35,play,"['pass', 'openplay']"
1606b0e6_0,1492.1594168139263,end,
1606b0e6_0,1503.188807004356,start,
1606b0e6_0,1504.11,challenge,['ball_action_forced']
1606b0e6_0,1505.688807004356,end,
1606b0e6_0,1507.5097458168525,start,
1606b0e6_0,1507.99,play,"['pass', 'openplay']"
1606b0e6_0,1510.0097458168525,end,
1606b0e6_0,1511.3387300698594,start,
1606b0e6_0,1512.2700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1513.8387300698594,end,
1606b0e6_0,1519.6563630510932,start,
1606b0e6_0,1521.39,play,"['pass', 'openplay']"
1606b0e6_0,1522.1563630510932,end,
1606b0e6_0,1523.6605300038311,start,
1606b0e6_0,1524.15,play,"['pass', 'openplay']"
1606b0e6_0,1526.1605300038311,end,
1606b0e6_0,1532.4124548715097,start,
1606b0e6_0,1533.2700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1534.9124548715097,end,
1606b0e6_0,1537.0817007924118,start,
1606b0e6_0,1538.7500000000002,play,"['pass', 'openplay']"
1606b0e6_0,1539.5817007924118,end,
1606b0e6_0,1544.812630361525,start,
1606b0e6_0,1546.5500000000002,challenge,['possession_retained']
1606b0e6_0,1547.312630361525,end,
1606b0e6_0,1548.3709412136825,start,
1606b0e6_0,1549.59,play,"['pass', 'openplay']"
1606b0e6_0,1552.2700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1552.713626620693,end,
1606b0e6_0,1552.8276772573354,start,
1606b0e6_0,1553.8300000000002,play,"['pass', 'openplay']"
1606b0e6_0,1555.3276772573354,end,
1606b0e6_0,1560.6119652968775,start,
1606b0e6_0,1561.99,challenge,['possession_retained']
1606b0e6_0,1563.2700000000002,play,"['pass', 'openplay']"
1606b0e6_0,1566.19,play,"['pass', 'openplay']"
1606b0e6_0,1567.3780782214203,end,
1606b0e6_0,1583.2419688007012,start,
1606b0e6_0,1584.87,throwin,['pass']
1606b0e6_0,1585.7419688007012,end,
1606b0e6_0,1589.207533388979,start,
1606b0e6_0,1590.3100000000002,challenge,['possession_retained']
1606b0e6_0,1591.707533388979,end,
1606b0e6_0,1620.9185545300695,start,
1606b0e6_0,1621.5500000000002,play,"['cross', 'corner']"
1606b0e6_0,1623.4185545300695,end,
1606b0e6_0,1630.3698041551356,start,
1606b0e6_0,1632.2700000000002,challenge,['possession_retained']
1606b0e6_0,1632.8698041551356,end,
1606b0e6_0,1633.8439032857234,start,
1606b0e6_0,1634.63,challenge,['ball_action_forced']
1606b0e6_0,1636.3439032857234,end,
1606b0e6_0,1647.3545157807869,start,
1606b0e6_0,1649.23,play,"['pass', 'openplay']"
1606b0e6_0,1649.8545157807869,end,
1606b0e6_0,1650.6622779409174,start,
1606b0e6_0,1651.47,play,"['pass', 'openplay']"
1606b0e6_0,1653.1622779409174,end,
1606b0e6_0,1653.5633014947728,start,
1606b0e6_0,1654.9900000000002,play,"['pass', 'openplay']"
1606b0e6_0,1656.0633014947728,end,
1606b0e6_0,1658.2112162301596,start,
1606b0e6_0,1659.35,play,"['pass', 'openplay']"
1606b0e6_0,1660.7112162301596,end,
1606b0e6_0,1666.696241190884,start,
1606b0e6_0,1668.5500000000002,play,"['cross', 'openplay']"
1606b0e6_0,1669.196241190884,end,
1606b0e6_0,1705.2396956771036,start,
1606b0e6_0,1706.5100000000002,play,"['cross', 'corner']"
1606b0e6_0,1707.7396956771036,end,
1606b0e6_0,1734.054541654345,start,
1606b0e6_0,1735.5500000000002,throwin,['cross']
1606b0e6_0,1736.554541654345,end,
1606b0e6_0,1738.717777294416,start,
1606b0e6_0,1739.39,play,"['pass', 'openplay']"
1606b0e6_0,1741.71,play,"['pass', 'openplay']"
1606b0e6_0,1743.4279687021728,end,
